Year,valuation,Long,Lat
2019,12000,-71.15781265,42.35377682
2022,34330,-71.12647881,42.26644441
2023,32922,-71.13362153,42.25105249
2020,300,-71.11998068,42.26194409
2022,2000,-71.0848428,42.29635706
2020,7000,-71.03593753,42.37930843
2022,8000,-71.07407415,42.29117561
2023,5000,-71.1699457,42.27186249
2015,177.75,-71.16272797,42.27119738
2017,2000,-71.03274908,42.36465471
2015,8000,-71.15877631,42.35170792
2019,12000,-71.05968323,42.28366341
2023,1200,-71.14837788,42.28524479
2022,1500,-71.05832218,42.35420265
2018,8000,-71.14684736,42.34317467
2021,44000,-71.02865648,42.38049211
2022,2000,-71.03821931,42.3697032
2024,1000,-71.07379516,42.29508149
2023,23000,-71.1714578,42.35310484
2022,7405,-71.13835484,42.28698693
2020,21000,-71.15223474,42.26173386
2023,2500,-71.15311424,42.34099999
2022,500,-71.05379197,42.35469564
2020,52100,-71.13245699,42.24878401
2023,7900,-71.03923781,42.37407267
2019,4500,-71.07712608,42.29726697
2022,7750,-71.09689662,42.34357509
2023,2000,-71.12793792,42.27133554
2016,2000,-71.12766568,42.3543912
2020,17741.48,-71.13496694,42.24989019
2022,3570,-71.14293877,42.250072
2015,1000,-71.12478111,42.26668048
2023,6642,-71.12671333,42.26680414
2023,2000,-71.07681589,42.29703672
2013,25000,-71.01646423,42.38304814
2018,18653,-71.05595255,42.286335
2021,7220,-71.16162864,42.2770971
2021,5400,-71.03447276,42.36621251
2013,4500,-71.04051725,42.36965723
2016,0,-71.0792071,42.29348834
2022,1500,-71.14002137,42.28305137
2022,1200,-71.07892132,42.30279121
2018,2619,-71.05942678,42.32231172
2016,16400,-71.05833279,42.32165999
2023,250,-71.05815417,42.32187358
2010,1500,-71.03857849,42.37555599
2023,5550,-71.03768553,42.36720476
2021,1000,-71.12560753,42.24240336
2022,2000,-71.12468078,42.24167056
2016,3000,-71.15981465,42.35179325
2022,6668.75,-71.03814138,42.37648719
2023,21000,-71.06054363,42.28370914
2023,1500,-71.03715657,42.37880692
2017,1500,-71.16341257,42.27149742
2021,500,-71.11539574,42.2474781
2021,1000,-71.07814578,42.29702737
2019,6500,-71.16132491,42.35415372
2017,5000,-71.15826036,42.35587871
2022,1000,-71.09539875,42.34982085
2023,2085,-71.08314116,42.26949352
2019,3800,-71.07306136,42.27524677
2023,35000,-71.12415157,42.24592458
2017,3604,-71.05770922,42.28720263
2023,695000,-71.04656442,42.28535444
2020,2700,-71.10071207,42.34255036
2018,27200,-71.0957126,42.33793175
2017,1000,-71.05553433,42.28594707
2023,24500,-71.04603934,42.28543403
2020,9002.1,-71.05699738,42.28864285
2022,20000,-71.11590136,42.31144875
2023,10824,-71.12067738,42.24742964
2023,14354,-71.12037842,42.25064209
2012,3000,-71.05961307,42.30666517
2018,0,-71.07211475,42.35120556
2024,4500,-71.06988255,42.35173548
2020,750,-71.06904307,42.35966914
2017,24600,-71.06975899,42.35963568
2023,50000,-71.15726985,42.3497028
2018,150000,-71.05063453,42.36295662
2015,7000,-71.12616942,42.26553151
2022,4353.38,-71.16186583,42.35564832
2021,4677.08,-71.15057842,42.28230482
2014,4000,-71.15487292,42.2804268
2021,11528,-71.12571601,42.26531501
2010,7000,-71.06986004,42.35894898
2023,2352,-71.14978713,42.34357173
2017,1200,-71.15815068,42.3556427
2019,1392,-71.10383532,42.30976387
2023,35446,-71.08037835,42.29299157
2022,300,-71.12975538,42.23718664
2018,400,-71.05918207,42.28304027
2024,1000,-71.08660192,42.34567184
2020,374500,-71.0582139,42.32398542
2020,7500,-71.15938193,42.35448526
2021,1000,-71.12185115,42.26079577
2021,23926,-71.06886831,42.35916912
2021,2000,-71.07690592,42.29560479
2019,2500,-71.0854152,42.34584187
2010,500,-71.13860595,42.27736839
2022,8000,-71.09967459,42.34174781
2017,16440,-71.05608482,42.28771743
2019,405000,-71.04875517,42.28505697
2024,49000,-71.0889192,42.29327023
2019,319000,-71.11617458,42.31060479
2018,6500,-71.1121934,42.24772833
2017,16325,-71.11192905,42.24799384
2019,1000,-71.06511327,42.30656417
2024,160530,-71.06830919,42.35206661
2016,10012.64,-71.06939502,42.35939176
2021,300,-71.06875577,42.35963147
2016,2194,-71.14040319,42.2864065
2023,500,-71.12927532,42.26913366
2010,70000,-71.04825881,42.36346592
2012,12000,-71.08965614,42.34576861
2019,4000,-71.06263821,42.28708001
2016,400,-71.05983365,42.28777748
2021,0,-71.06213935,42.36408922
2020,1800,-71.08476873,42.30181083
2023,900,-71.05917857,42.29248404
2017,2000,-71.06167348,42.2941361
2012,2251.2,-71.14810115,42.34529998
2021,4000,-71.15151032,42.35440085
2017,2552,-71.07006392,42.3589332
2016,126000,-71.03588248,42.38241199
2018,165,-71.03472718,42.38178674
2017,3600,-71.11851856,42.26536314
2020,1800,-71.05429838,42.36683586
2014,0,-71.07569736,42.29437359
2023,5261.07,-71.07688187,42.29830678
2013,0,-71.09472216,42.35018171
2023,15500,-71.09180658,42.35243834
2014,11000,-71.15514782,42.28060861
2019,1000,-71.06952769,42.35905048
2023,4000,-71.03487679,42.38001506
2017,4000,-71.07422902,42.29159453
2016,5000,-71.07524665,42.29325364
2019,16000,-71.12309236,42.24496798
2023,10344,-71.12446106,42.24687082
2021,9031.12,-71.12908097,42.26723089
2023,9000,-71.11959608,42.26371939
2015,1500,-71.14840428,42.28469805
2022,37700.84,-71.11887052,42.26488491
2021,1000,-71.1401056,42.28476093
2018,17431.95,-71.15097956,42.2788737
2014,0,-71.07565975,42.29903046
2013,500,-71.05654658,42.36522661
2013,2000,-71.1472667,42.28564225
2014,12500,-71.14075551,42.2855162
2023,4866,-71.13958032,42.2801697
2022,1000,-71.14250902,42.28557661
2021,100000,-71.16739351,42.35284401
2020,1000,-71.11703426,42.3118928
2023,29600,-71.03493971,42.37768914
2023,4500,-71.03480589,42.37818321
2022,10000,-71.07079979,42.35156079
2019,1500,-71.06889809,42.36005033
2016,2500,-71.14045403,42.28191014
2023,2000,-71.12265304,42.26295541
2013,500,-71.08302303,42.30169366
2023,29975,-71.11287462,42.24775315
2017,14500,-71.09064838,42.34253324
2015,21000,-71.08484726,42.30199371
2021,10800,-71.14336937,42.25069711
2018,4412.46,-71.11492604,42.2467095
2022,14000,-71.06917804,42.29282942
2021,2700,-71.06653343,42.29361897
2017,23300,-71.09856754,42.3118586
2022,42721.88,-71.05787585,42.290271
2019,16000,-71.10101941,42.31525143
2020,10000,-71.0331464,42.38105172
2013,21000,-71.15297488,42.34796068
2012,1200,-71.05695601,42.28796508
2018,14250,-71.15464081,42.3455459
2023,2500,-71.15378571,42.34875617
2019,700,-71.02997875,42.36560209
2017,750,-71.11013543,42.24898081
2019,9923.4,-71.05655089,42.28874372
2014,8000,-71.1336774,42.27592264
2022,20499,-71.13417696,42.2423341
2021,1000,-71.11840774,42.26365627
2012,6800,-71.12986024,42.27247066
2023,10000,-71.11723432,42.24813099
2023,255500,-71.03915874,42.37076254
2022,18000,-71.03559978,42.3782011
2017,600,-71.12139128,42.26658691
2023,1433535,-71.01826216,42.38195085
2023,10617.03,-71.01629229,42.38157008
2023,70,-71.08392348,42.30000241
2021,35000,-71.06883221,42.35989263
2016,2931.25,-71.06917789,42.35977412
2024,5000,-71.07279674,42.35621264
2021,34400,-71.0853237,42.35229519
2013,800,-71.12952053,42.23589357
2020,3500,-71.1429701,42.28636324
2022,12790,-71.14348863,42.28777923
2023,50350,-71.07505133,42.29483686
2024,1600,-71.07253885,42.35109238
2021,3500,-71.12833234,42.23601555
2022,2000,-71.12856471,42.24514678
2023,400,-71.06156433,42.2833763
2011,3000,-71.06355535,42.28491069
2022,14000,-71.16217115,42.35575359
2023,10000,-71.0892603,42.34948033
2019,14760,-71.16725516,42.27239296
2022,4777.82,-71.16591634,42.35382268
2022,5362.14,-71.07084169,42.38157726
2022,37316.45,-71.1384956,42.24039927
2022,34154,-71.149364,42.35377954
2024,3000,-71.10273838,42.31200895
2023,6500,-71.06060301,42.29780484
2013,1300,-71.06020917,42.32036551
2020,2000,-71.05391286,42.33051844
2017,781940,-71.03129465,42.36486734
2012,500,-71.03958733,42.37071719
2022,14600,-71.05901473,42.288899
2015,572,-71.13471341,42.24260602
2024,3000,-71.1390102,42.24153998
2019,10970,-71.10341322,42.31214782
2018,4900,-71.10053065,42.31392045
2021,3433.2,-71.05938845,42.29739882
2022,7000,-71.10544117,42.31016403
2015,16295,-71.16281339,42.27044553
2018,13800,-71.04096604,42.37120299
2023,6000,-71.05035422,42.35558727
2019,500,-71.03756715,42.37136011
2021,33250,-71.06175408,42.28690359
2016,1000,-71.05420192,42.28365941
2017,500,-71.0310115,42.36534498
2022,2000,-71.06316223,42.28571867
2017,500,-71.16405792,42.35438498
2019,3500,-71.16570837,42.35057531
2019,3000,-71.10247566,42.31084979
2011,3000,-71.14093142,42.28151579
2023,6500,-71.13783839,42.28489404
2022,38057,-71.1388243,42.28486378
2022,3000,-71.1439198,42.28415842
2014,7700,-71.14020953,42.28688623
2023,1000,-71.05526762,42.28653284
2022,79200,-71.05779686,42.35771294
2015,22000,-71.00735145,42.38998016
2021,6500,-71.16625732,42.35495389
2023,6000,-71.12483504,42.2720669
2012,0,-71.1595122,42.35172958
2022,7000,-71.08877033,42.35137411
2010,49800,-71.06891159,42.35962814
2020,2500,-71.06879033,42.36019162
2021,900,-71.02898881,42.38107185
2022,400,-71.14441364,42.28500042
2020,3500,-71.11661656,42.24847648
2023,3000,-71.07817716,42.29642873
2023,600,-71.11688176,42.24870261
2022,34769,-71.12993726,42.23600557
2016,10000,-71.14830686,42.34288308
2020,5000,-71.14733644,42.34303885
2024,9820,-70.99599556,42.38907372
2021,600,-71.16616369,42.27144724
2010,2500,-71.03501396,42.36708536
2023,197,-71.07584618,42.29278241
2022,3310,-71.1320541,42.23781558
2018,2000,-71.15060869,42.28029751
2015,9600,-71.12253417,42.26340959
2017,700,-71.12407659,42.26339683
2023,1400,-71.13180339,42.26974745
2021,35000,-71.08523432,42.30136986
2011,140,-71.12714355,42.26467771
2019,7480,-71.12865692,42.27275462
2018,1000,-71.07245307,42.2932261
2021,1300,-71.15890261,42.35542337
2019,750,-71.14809238,42.26453707
2022,1500,-71.11871515,42.26634411
2015,46175,-71.08620979,42.29692696
2019,250750,-71.08202685,42.30023014
2018,5000,-71.14541095,42.34456676
2019,5000,-71.15657503,42.35531129
2021,2500,-71.09420867,42.34936178
2024,9000,-71.15869218,42.35497288
2010,4000,-71.08585053,42.34590994
2021,11800,-71.15676764,42.34750018
2022,13250,-71.01010354,42.38891136
2016,1000,-71.0769456,42.29854319
2018,1500,-71.16945048,42.34901688
2023,36000,-71.06884836,42.36051337
2020,3019.38,-71.06919902,42.35901363
2015,350,-71.13824369,42.27883686
2020,2500,-71.13188691,42.25363782
2015,11475,-71.15625587,42.3538954
2023,3000,-71.15644418,42.35385511
2023,5000,-71.03543112,42.37795763
2010,115400,-71.03514499,42.37684275
2021,65000,-71.04875268,42.36027099
2014,5000,-71.06707914,42.36056198
2012,14700,-71.06770128,42.36043501
2014,300,-71.07995723,42.30110914
2023,293000,-71.07757902,42.29836115
2013,5500,-71.07178044,42.35129713
2018,400,-71.14492052,42.28572366
2023,43000,-71.06799073,42.36066708
2023,28760,-71.14316439,42.28459926
2012,5655,-71.13202755,42.24990696
2021,5353.45,-71.15584976,42.35280611
2016,150,-71.13821234,42.27761567
2021,7000,-71.14312462,42.28546794
2016,4055,-71.08098396,42.29856166
2020,6924,-71.13232603,42.24948318
2015,5000,-71.13180886,42.25213018
2018,7906.78,-71.12367322,42.25110553
2019,76230,-71.12491857,42.26729979
2014,1200,-71.12462533,42.2670713
2015,7000,-71.01949138,42.38160527
2022,450,-71.13035156,42.2737605
2017,6500,-71.0688288,42.3598356
2014,779,-71.06901515,42.35988539
2023,5000,-71.07723607,42.29559376
2011,4000,-71.15685075,42.35439318
2023,3000,-71.04961069,42.36628712
2015,14900,-71.17059018,42.35193204
2021,5000,-71.05361915,42.36159874
2019,36530.25,-71.08181586,42.2982004
2018,9000,-71.00833222,42.39134294
2022,11463,-71.12109884,42.24691364
2010,3600,-71.12356542,42.24806284
2021,19600,-71.07479644,42.2914466
2021,2600,-71.06979934,42.36079445
2023,2200,-71.06830364,42.35917619
2018,1500,-71.12920097,42.26733752
2015,850,-71.14184122,42.28692939
2021,1000,-71.14178397,42.28334155
2019,3000,-71.13958571,42.27800226
2018,7618.35,-71.11909675,42.26680991
2023,14469,-71.12882923,42.26966214
2017,5000,-71.15694252,42.35350805
2010,12000,-71.15596169,42.35103455
2018,7805,-71.05288958,42.36658459
2017,375,-71.15698599,42.35406629
2014,15000,-71.05317433,42.36661494
2011,2500,-71.07450314,42.29228052
2019,2200,-71.1305736,42.25320453
2021,4000,-71.06349388,42.36069182
2014,6500,-71.05357668,42.36164741
2011,1000,-71.07195405,42.35679349
2023,2500,-71.03539523,42.3782781
2014,3000,-71.15674841,42.35561848
2023,1500,-71.11525595,42.2519841
2014,4000,-71.1292876,42.27022574
2021,1000,-71.13090683,42.27000924
2022,8976,-71.13242158,42.25000573
2023,47750,-71.07211573,42.29265365
2023,19000,-71.07561325,42.29562324
2013,4418,-71.14163803,42.25198618
2014,1500,-71.15150621,42.34127554
2021,500,-71.00598425,42.38754574
2016,13000,-71.00594348,42.38772406
2020,2000,-71.17187644,42.35444993
2013,0,-71.0685476,42.36066231
2011,0,-71.06977119,42.35895342
2017,5000,-71.15706455,42.34862618
2021,12000,-71.14844,42.35288873
2024,6000,-71.08357163,42.29503775
2023,300,-71.1427463,42.25263509
2013,2500,-71.15032315,42.34154189
2023,3000,-71.06023804,42.35470008
2016,5100,-71.15056052,42.34141336
2021,2500,-71.17116862,42.35249975
2020,4000,-71.03534987,42.37798921
2022,11274.93,-71.03677203,42.37822861
2023,36712,-71.13973632,42.28415692
2015,12600,-71.12838771,42.26582463
2023,5000,-71.15352048,42.3519272
2024,9000,-71.15059017,42.34650652
2020,52800,-71.14366841,42.343705
2024,3500,-71.14382339,42.34353596
2012,5120,-71.17147676,42.35424056
2022,2000,-71.15373983,42.35433502
2019,1500,-71.15458175,42.35532369
2010,4500,-71.06102427,42.3635096
2022,11000,-71.13241774,42.26996259
2012,2100,-71.08002818,42.3031093
2019,8712,-71.1264235,42.2551475
2014,14900,-71.1254742,42.25838568
2021,5950,-71.06404988,42.37942496
2022,201548.78,-71.05614785,42.36622304
2016,45000,-71.06708847,42.36080296
2017,1500,-71.01348847,42.38537871
2024,1500,-71.00110957,42.39160327
2020,2000,-71.14952565,42.34210242
2020,1000,-71.03298142,42.36660174
2023,2000,-71.06244839,42.37446719
2018,16000,-71.06154992,42.37453682
2022,5000,-71.06677361,42.36046268
2010,99,-71.06445614,42.37934622
2015,5000,-71.15220032,42.34939424
2024,17525,-71.15008767,42.35153523
2019,10783.07,-71.13243241,42.23668761
2023,150000,-71.03736616,42.36929699
2010,600,-71.16502105,42.35109941
2016,89800,-71.07187515,42.35680863
2023,2500,-71.16570743,42.26987491
2021,124642,-71.06363582,42.28275938
2023,14000,-71.05423266,42.35463549
2018,1500,-71.05363084,42.35453503
2022,1000,-71.14937556,42.26482297
2015,12946,-71.14382515,42.2505284
2023,7000,-71.14496731,42.25148104
2023,4500,-71.03670306,42.36687451
2022,2000,-71.06471788,42.28237665
2021,7555.24,-71.16135262,42.27263017
2011,9300,-71.11456289,42.2469293
2019,4500,-71.05589537,42.28371479
2021,2000,-71.16149134,42.34941647
2019,50000,-71.10077692,42.33594185
2022,1800,-71.02824661,42.37866523
2023,315300,-71.06157458,42.36142088
2022,24826,-71.13258184,42.35421953
2021,49550,-71.1510475,42.35003167
2010,4000,-71.06579113,42.3601918
2017,500,-71.12612702,42.25751398
2021,6200,-71.15444254,42.34530215
2021,17720,-71.14130143,42.25241213
2022,300,-71.08722901,42.29489499
2020,1409,-71.0837592,42.29665893
2020,16016,-71.13867011,42.241976
2016,4000,-71.14967931,42.26287609
2014,479,-71.14484401,42.25230434
2012,900,-71.03350231,42.37475513
2022,10000,-71.03319278,42.38112146
2022,5000,-71.15457494,42.27732846
2015,1400,-71.06056412,42.27774757
2023,7088,-71.12683929,42.24751252
2024,1400,-71.14562628,42.34342695
2023,367.57,-71.03637555,42.37537903
2023,15000,-71.06133662,42.36366406
2023,4000,-71.1343447,42.24341796
2020,72925,-71.08100983,42.29479349
2014,0,-71.05776232,42.29571134
2023,350,-71.05891007,42.29297566
2022,5000,-71.06145436,42.3517092
2013,800,-71.15601286,42.34247933
2023,3918,-71.13287704,42.2486999
2014,3000,-71.12435293,42.24435168
2010,2400,-71.08332591,42.29940835
2018,5454,-71.07910646,42.30374133
2022,25000,-71.01348205,42.38413506
2022,4477.93,-71.11203259,42.25270916
2014,5200,-71.06131067,42.29057927
2019,2500,-71.14706736,42.27331383
2021,24495,-71.03967836,42.37958151
2014,206500,-71.14015304,42.24019348
2023,4524100,-71.15368917,42.3495768
2017,1000,-71.06956946,42.35962566
2020,10186,-71.07674327,42.29677738
2017,4000,-71.0776904,42.30057127
2021,2500,-71.1309549,42.27104568
2015,10000,-71.07767292,42.29465915
2010,4700,-71.07782843,42.29462851
2022,1000,-71.12048691,42.26472412
2020,4780.2,-71.07791986,42.29486441
2014,400,-71.12088766,42.26271051
2017,1000,-71.128206,42.26630247
2023,10500,-71.04975801,42.36198112
2019,14000,-71.13987136,42.28442879
2016,7500,-71.14216565,42.35264578
2010,9000,-71.13001211,42.26882118
2024,2000,-71.15549768,42.35333368
2018,424000,-71.16907056,42.35245726
2020,750,-71.08288116,42.30075719
2023,1500,-71.08266666,42.29795191
2016,275000,-71.03447902,42.37770026
2013,800,-71.03474358,42.37613408
2020,22399,-71.0777149,42.30197304
2018,347477,-71.12521551,42.26382463
2012,5000,-71.16627425,42.35389064
2019,7100,-71.12141138,42.26247123
2019,12400,-71.13028902,42.2673555
2016,6100,-71.17240517,42.34980787
2017,2000,-71.12563111,42.24031902
2021,2500,-71.09874669,42.31339906
2021,4000,-71.07213288,42.29307127
2014,6000,-71.13897553,42.28572752
2023,1200,-71.07316962,42.29112096
2019,400,-71.13077808,42.26974923
2012,1000,-71.0344251,42.3662732
2019,3200,-71.16313992,42.27135618
2023,11000,-71.11772581,42.24575116
2021,944350,-71.00093752,42.38521354
2010,1200,-71.15635819,42.34881468
2021,480,-71.0849539,42.30184365
2022,1298,-71.07523459,42.29515025
2017,7000,-71.07621705,42.29461427
2018,7144.05,-71.130038,42.27023722
2019,290000,-71.12519175,42.26396096
2013,0,-71.07849652,42.30051285
2016,350,-71.09054989,42.28821796
2021,13900,-71.02776234,42.33301494
2022,5000,-71.03248595,42.37467076
2021,28000,-71.03197298,42.37545037
2018,20000,-71.06380016,42.28089668
2023,21800,-71.1257118,42.30813108
2023,29167.5,-71.12612084,42.31387653
2018,6500,-71.0813314,42.28231122
2018,4400,-71.07763742,42.28477417
2014,590,-71.14168254,42.25112488
2022,69150,-71.08352257,42.30203032
2015,900,-71.00907916,42.38889054
2019,11800,-71.05498749,42.35467895
2014,2000,-71.03255923,42.375547
2021,5000,-71.06039956,42.35116019
2021,34700,-71.05714376,42.35099646
2022,4000,-71.12588315,42.24173944
2021,500,-71.06310867,42.30179174
2017,30000,-71.06320777,42.30004555
2014,2800,-71.06216583,42.29955273
2020,13000,-71.0652574,42.35740106
2021,1000,-71.14694857,42.29471681
2011,11000,-71.11995768,42.27690026
2018,1308,-71.12726378,42.27225734
2016,500,-71.09868086,42.31924238
2016,365,-71.12610435,42.31065695
2018,400,-71.14157859,42.29480898
2023,3000,-71.14058792,42.2952292
2018,300,-71.12484801,42.27481412
2021,500,-71.03064251,42.33427395
2022,1000,-71.0350529,42.33269003
2022,60362,-71.09060134,42.29076398
2014,1300,-71.0906071,42.29125268
2019,2500,-71.03470087,42.32998919
2013,0,-71.03180948,42.37548401
2016,55667,-71.03258223,42.37492755
2023,7026.28,-71.11603732,42.25145608
2023,102700,-71.12754429,42.3084178
2019,7930,-71.05307178,42.28394099
2024,9564,-71.12028909,42.24938656
2017,6500,-71.07490176,42.29486616
2023,12000,-71.0709354,42.35895424
2022,800,-71.16985663,42.27002298
2015,0,-71.15903383,42.35680613
2023,3000,-71.16249692,42.35303339
2023,3000,-71.11524543,42.25237515
2010,500,-71.13298256,42.23633818
2017,6500,-71.07549287,42.297641
2011,5500,-71.03046564,42.37904862
2020,100000,-71.12395387,42.26409548
2010,8897.52,-71.07770208,42.29768507
2023,12000,-71.13298827,42.25387862
2019,2500,-71.0729054,42.29754467
2021,2000,-71.03264443,42.3797277
2021,8818,-71.13831474,42.23426878
2012,0,-71.04736384,42.28497804
2013,100,-71.16021079,42.35558356
2010,3638100,-71.15701426,42.34361523
2013,4200,-71.15721451,42.34206414
2019,6500,-71.03050022,42.3773223
2019,9294,-71.09417734,42.35018219
2010,5200,-71.03396243,42.36742473
2021,3600,-71.16058168,42.27489409
2024,3000,-71.06388901,42.28179987
2023,5000,-71.06697893,42.35968482
2016,2500,-71.14935198,42.34606933
2011,1488,-71.02881982,42.38073993
2021,6528.3,-71.17187911,42.35424113
2022,24020,-71.17247993,42.35400415
2014,80000,-71.05395457,42.36380636
2023,51750,-71.05137426,42.36399633
2022,3000,-71.03574768,42.37932544
2018,3000,-71.04140111,42.37141098
2018,199,-71.07890745,42.30129164
2018,199,-71.07841429,42.30155916
2016,9600,-71.07708375,42.30019535
2014,20300,-71.08220456,42.29427201
2011,3645,-71.08104671,42.30043437
2012,20000,-71.12796144,42.26684002
2016,1,-71.12984209,42.27286405
2016,1130,-71.1447387,42.28686981
2021,2500,-71.17090206,42.27265961
2011,3449,-71.12518731,42.26662281
2013,199,-71.11922691,42.26375756
2017,3000,-71.11802862,42.24519767
2019,850,-71.09353214,42.34693445
2022,2100,-71.03298116,42.36477151
2017,9400,-71.15823682,42.3521205
2010,3000,-71.16230862,42.35130934
2021,1000,-71.11892967,42.24697036
2014,2173,-71.05271753,42.28023875
2016,7114,-71.11990443,42.26593681
2017,1200,-71.03728046,42.37883673
2021,1400,-71.13761604,42.2800241
2018,600,-71.12747226,42.27185691
2013,1400,-71.07629897,42.30081884
2015,10000,-71.07807136,42.29603954
2019,10225,-71.11885154,42.26271111
2010,9500,-71.17175351,42.35411552
2022,11000,-71.13755961,42.28179418
2021,4000,-71.12773416,42.26511686
2019,700,-71.17073201,42.35237781
2019,14000,-71.03481338,42.37696444
2023,30000,-71.12885884,42.26592134
2014,4827,-71.1387936,42.28588425
2023,33493,-71.1209444,42.26120333
2019,3000,-71.0420831,42.3716925
2010,2632,-71.13853648,42.28032281
2022,5000,-71.08488274,42.30023325
2017,285000,-71.12504355,42.26601945
2016,199,-71.08093426,42.30002853
2022,3500,-71.13858877,42.28184192
2022,3000,-71.13111068,42.27147413
2012,8300,-71.17043506,42.35325053
2024,17000,-71.05181124,42.36621503
2022,300,-71.13380857,42.24237361
2015,8500,-71.13214273,42.27135322
2023,13300,-71.13854412,42.23898337
2020,250000,-71.05590934,42.36433702
2022,1000,-71.12793632,42.25482721
2012,0,-71.13896667,42.28199801
2023,7415,-71.13767561,42.24257557
2023,500,-71.1278036,42.25720396
2019,500,-71.14935195,42.34318888
2012,1600,-71.14440788,42.25069944
2023,3000,-71.08351948,42.30150753
2022,4000,-71.11805794,42.24831624
2015,12000,-71.15111406,42.34152566
2024,6000,-71.05294749,42.35689582
2014,200,-71.03075344,42.37649368
2023,350,-71.06239298,42.35518825
2014,150,-71.05925922,42.29222915
2019,150,-71.1493392,42.27503701
2017,4000,-71.08463715,42.29802603
2015,500,-71.08486311,42.29777541
2023,2712,-71.05379074,42.35944902
2023,1,-71.03362656,42.38035042
2024,24500,-71.05912916,42.35505104
2020,3500,-71.02923549,42.3798146
2020,6400,-71.12615173,42.26047514
2018,8000,-71.10648647,42.26295619
2023,300,-71.06396318,42.29122728
2014,1200,-71.12659978,42.26286532
2023,15000,-71.11863337,42.25621649
2018,3000,-71.15977661,42.34941601
2023,1600,-71.15944058,42.35023066
2017,996,-71.06093338,42.28856994
2016,500,-71.06306761,42.28211169
2015,9905,-71.16337501,42.26978168
2016,6163,-71.08089661,42.29828985
2012,225,-71.08249299,42.29522745
2023,19035,-71.11417187,42.25257792
2023,8745.52,-71.08270629,42.30267316
2015,800,-71.07967709,42.2960994
2010,2500,-71.15471008,42.35013806
2019,15000,-71.06846816,42.35946138
2022,7029,-71.00804949,42.38940693
2017,10750,-71.14586819,42.27974503
2023,10000,-71.14300283,42.25209571
2012,1219.68,-71.13397974,42.27509321
2022,17200,-71.03350402,42.37412537
2020,1500,-71.00040774,42.3912833
2012,3480.35,-71.00088842,42.3915022
2022,166650,-71.14948097,42.34183559
2022,200,-71.05875406,42.35451043
2023,500,-71.12755256,42.25695948
2016,16000,-71.12915713,42.25348847
2023,29749,-71.10010607,42.26490464
2022,31388,-71.10216923,42.26127303
2023,1500,-71.06381352,42.37904869
2020,5000,-71.05486378,42.36560442
2021,16016,-71.14136847,42.24261532
2015,6000,-71.15311884,42.34048029
2023,2550,-71.1501926,42.34425145
2019,13500,-71.14681446,42.3526939
2020,3000,-71.14945257,42.35506064
2018,3000,-71.06241483,42.37439889
2017,4754,-71.12513262,42.26675952
2021,9000,-71.14223812,42.2524638
2024,0,-71.04972783,42.35668114
2023,450000,-71.07766758,42.30184868
2018,50000,-71.03962802,42.37061511
2017,25317,-71.05311248,42.3617647
2021,137000,-71.05292934,42.36516079
2022,3000,-71.12793611,42.26939949
2019,5500,-71.12841561,42.26911486
2021,400,-71.15430394,42.3432831
2020,47588,-71.07424546,42.29499355
2020,500,-71.08564541,42.34542224
2018,2500,-71.086071,42.34567423
2019,1500,-71.08527299,42.34555239
2019,4000,-71.08974808,42.34543305
2010,1600,-71.03485697,42.33412858
2023,17000,-71.02945468,42.33504587
2023,1000,-71.03409703,42.33437573
2019,6775,-71.06447271,42.3062844
2021,27600,-71.07095717,42.358521
2023,2000,-71.1492324,42.29420844
2014,4000,-71.12531022,42.27222283
2018,400,-71.14281597,42.2934213
2019,19459,-71.12601985,42.30690819
2018,60000,-71.10710612,42.33534135
2020,7350,-71.13428757,42.29648272
2010,7900,-71.14207559,42.29877226
2021,9000,-71.13944306,42.2779106
2022,5868.3,-71.15728556,42.35242158
2023,4600,-71.06796623,42.36017682
2011,500,-71.06837647,42.35995502
2019,22959,-71.14447762,42.28543897
2019,2500,-71.14759783,42.35489797
2019,6800,-71.04047494,42.37014151
2014,5536,-71.16846328,42.35222678
2020,30000,-71.13948276,42.25313868
2021,1000,-71.14209265,42.2530638
2012,600,-71.13101655,42.27248301
2017,1000,-71.12657596,42.26802415
2020,21220,-71.07796313,42.29867339
2023,16800,-71.07484381,42.29584159
2016,6000,-71.07789754,42.30217424
2023,3500,-71.05767765,42.3658986
2021,11500,-71.14852889,42.2845932
2019,4000,-71.13892455,42.27882218
2019,15788.43,-71.12948521,42.26979009
2013,2000,-71.12792367,42.26981117
2013,500,-71.17064745,42.35302815
2023,1000,-71.1690375,42.35134304
2022,34750,-71.13888586,42.27755015
2018,4561,-71.12913039,42.27073514
2019,18750,-71.03598918,42.3769425
2015,2347,-71.14497665,42.25082717
2018,23844,-71.00973432,42.38995441
2024,58776.72,-71.05642578,42.3563383
2023,4000,-71.05887068,42.35402965
2013,15000,-71.03349309,42.37714015
2013,1999,-71.03326055,42.3759158
2022,15000,-71.03462792,42.37546006
2023,5000,-71.13080974,42.26065882
2021,3500,-71.1566614,42.35287277
2020,900,-71.04902368,42.36022026
2021,800,-71.13188402,42.25056382
2023,35424,-71.15588717,42.34719661
2019,10000,-71.16732944,42.35147117
2012,36000,-71.17076368,42.35424
2023,6000,-71.075202,42.29206566
2013,509700,-71.06805557,42.36077442
2020,0,-71.15406526,42.3494067
2017,975,-71.06952739,42.36045271
