Year,j_new_construction,j_renovation,j_occupancy,ownerType,j_zip,valuation,Number_ParID,j_parcel_id,Long,Lat
2022,FALSE,TRUE,1-2FAM,c,2130,4000,1900965000,1900965000,-71.11106621,42.31398751
2014,FALSE,TRUE,1-2FAM,*,2130,6600,1900893000,1900893000,-71.11159977,42.31462118
2019,FALSE,FALSE,1-3FAM,*,2130,18998,1002684000,1002684000,-71.10373718,42.32056736
2018,FALSE,TRUE,1-3FAM,c,2130,15000,1002672000,1002672000,-71.10450916,42.32110299
2019,FALSE,FALSE,1-3FAM,*,2130,750,1002679000,1002679000,-71.10397703,42.32081872
2022,FALSE,FALSE,1-3FAM,*,2130,1500,1002668000,1002668000,-71.10427767,42.32072291
2019,FALSE,TRUE,1-3FAM,c,2125,600,1301999000,1301999000,-71.05889141,42.31766959
2020,FALSE,TRUE,1-3FAM,o,2122,6500,1501648000,1501648000,-71.06289949,42.30591174
2018,FALSE,FALSE,1-3FAM,*,2122,3400,1501652000,1501652000,-71.06272044,42.30551859
2021,FALSE,FALSE,Comm,c,2125,1500,1302865000,1302865000,-71.05601964,42.3150449
2012,FALSE,FALSE,1-3FAM,*,2125,1300,1300240000,1300240000,-71.07108052,42.31858243
2019,FALSE,TRUE,1-2FAM,*,2130,600,1103586000,1103586000,-71.11202498,42.29788977
2016,FALSE,FALSE,1-3FAM,c,2134,19700,2101304000,2101304000,-71.13924112,42.35357049
2011,FALSE,FALSE,Multi,*,2122,1000,1602373000,1602373000,-71.05004439,42.2924939
2011,FALSE,TRUE,1-2FAM,*,2131,5000,2005599000,2005599000,-71.14190706,42.28733094
2015,FALSE,TRUE,1-2FAM,*,2124,8000,1402809000,1402809000,-71.0855373,42.29865249
2019,FALSE,FALSE,1-2FAM,*,2130,42000,1002699000,1002699000,-71.10528671,42.3208785
2022,FALSE,FALSE,1-2FAM,*,2132,2500,2007801000,2007801000,-71.15938024,42.28221881
2017,FALSE,TRUE,1Unit,*,2130,650,1900880000,1900880000,-71.11013631,42.3147336
2014,FALSE,TRUE,1-3FAM,o,2130,7000,1102409000,1102409000,-71.09927247,42.31140308
2015,FALSE,FALSE,1-2FAM,*,2119,14000,1200466000,1200466000,-71.0780639,42.31964367
2021,FALSE,TRUE,1-2FAM,*,2119,1000,1200592000,1200592000,-71.08486621,42.32286991
2017,FALSE,FALSE,1-2FAM,*,2131,130,2004463000,2004463000,-71.14253262,42.28934173
2011,FALSE,FALSE,1-2FAM,*,2136,7349,1806919000,1806919000,-71.11691414,42.2755844
2021,FALSE,TRUE,1-3FAM,t,2122,700,1600520000,1600520000,-71.053438,42.2961859
2016,FALSE,TRUE,Comm,t,2134,12000,2100414000,2100414000,-71.12227424,42.35439669
2021,FALSE,TRUE,1-2FAM,*,2130,32000,1900892001,1900892001,-71.11127847,42.31453803
2011,FALSE,FALSE,6unit,c,2132,2000,2005756000,2005756000,-71.15461545,42.28542059
2010,FALSE,FALSE,1-3FAM,o,2130,20000,1103251000,1103251000,-71.11382374,42.30404397
2012,FALSE,TRUE,1-2FAM,*,2130,39000,1103248000,1103248000,-71.11425952,42.30404901
2010,FALSE,FALSE,1-2FAM,*,2119,9500,1200479000,1200479000,-71.07941841,42.31997065
2021,FALSE,TRUE,1-3FAM,o,2119,14000,1200474000,1200474000,-71.07847169,42.31956666
2015,FALSE,FALSE,1-2FAM,t,2130,3500,1902246000,1902246000,-71.12657693,42.31208859
2015,FALSE,FALSE,1-2FAM,*,2132,300,2005849000,2005849000,-71.14993456,42.28928164
2021,FALSE,TRUE,1-2FAM,*,2122,3500,1602729001,1602729001,-71.04189976,42.28705692
2019,FALSE,TRUE,Comm,t,2132,21600,2009073000,2009073000,-71.16989743,42.28427384
2010,FALSE,FALSE,1-2FAM,*,2122,5000,1501183000,1501183000,-71.06616259,42.30288489
2022,FALSE,TRUE,1-2FAM,t,2130,47900,1901367000,1901367000,-71.11148013,42.31149936
2022,FALSE,TRUE,Comm,b,2122,30000,1603485000,1603485000,-71.05311285,42.28649262
2021,FALSE,TRUE,1-2FAM,*,2120,1000,1001113000,1001113000,-71.10079535,42.32970694
2021,FALSE,TRUE,1-2FAM,*,2135,4250,2204924000,2204924000,-71.15566892,42.34623619
2022,FALSE,FALSE,Comm,*,2130,110000,1002287000,1002287000,-71.10504376,42.32288638
2013,FALSE,FALSE,1-2FAM,*,2136,1000,1809266000,1809266000,-71.1236748,42.25257158
2017,FALSE,FALSE,1-2FAM,*,2120,17550,1000744000,1000744000,-71.10178454,42.33061664
2022,FALSE,TRUE,1-2FAM,*,2130,11897,1102775000,1102775000,-71.10566221,42.30402633
2022,FALSE,FALSE,1-2FAM,t,2126,1250,1703741000,1703741000,-71.07134466,42.2733824
2013,FALSE,TRUE,1-3FAM,*,2119,1500,1201381000,1201381000,-71.08662491,42.32549785
2022,FALSE,TRUE,1-2FAM,*,2119,5000,1201366000,1201366000,-71.08518089,42.32515349
2021,FALSE,FALSE,1-4FAM,*,2122,1195,1602745020,1602745020,-71.04090304,42.28691612
2011,FALSE,FALSE,1-2FAM,t,2122,200000,1602745010,1602745010,-71.04103618,42.28700051
2018,FALSE,TRUE,1-2FAM,c,2125,800,1300225000,1300225000,-71.07137161,42.31863145
2020,FALSE,FALSE,1-2FAM,*,2124,300,1700969000,1700969000,-71.06940913,42.2942731
2022,FALSE,TRUE,1-2FAM,*,2130,10000,1902580000,1902580000,-71.13255695,42.30211556
2022,FALSE,FALSE,1-4FAM,c,2124,500,1701800000,1701800000,-71.07744346,42.28633712
2012,FALSE,TRUE,1-2FAM,*,2124,3500,1701823000,1701823000,-71.07712218,42.28649881
2018,FALSE,FALSE,1-2FAM,*,2124,19800,1701822000,1701822000,-71.07717328,42.28664501
2013,FALSE,TRUE,1-4FAM,c,2120,1800,1000964000,1000964000,-71.10767419,42.33152517
2015,FALSE,TRUE,1-2FAM,*,2125,5900,1303011000,1303011000,-71.05368353,42.31684175
2022,FALSE,FALSE,1-3FAM,t,2125,18000,1303028000,1303028000,-71.05405351,42.31663381
2017,FALSE,TRUE,1-3FAM,t,2125,250000,1303027000,1303027000,-71.05389296,42.31661071
2021,FALSE,FALSE,1-2FAM,*,2119,4000,1200820000,1200820000,-71.07959695,42.3192066
2012,FALSE,FALSE,1-2FAM,c,2130,12000,1904663000,1904663000,-71.11573821,42.2959946
2022,FALSE,TRUE,1-2FAM,*,2131,2551,1806148000,1806148000,-71.11285839,42.28135814
2016,FALSE,FALSE,1-3FAM,t,2124,25000,1703676000,1703676000,-71.06378728,42.27121173
2018,FALSE,TRUE,Comm,c,2124,10500,1604188000,1604188000,-71.04635107,42.28318229
2020,TRUE,FALSE,Other,c,2124,350000,1602878000,1602878000,-71.0571055,42.29035676
2015,FALSE,TRUE,1-2FAM,*,2135,300,2202209000,2202209000,-71.1490046,42.35369077
2020,FALSE,TRUE,1-2FAM,*,2136,1,1809540000,1809540000,-71.13348982,42.23305394
2014,FALSE,TRUE,1-2FAM,*,2136,500,1809570000,1809570000,-71.13251411,42.23279538
2020,FALSE,FALSE,1-2FAM,*,2126,4000,1703835000,1703835000,-71.07521987,42.27310647
2017,FALSE,FALSE,1-2FAM,*,2132,2642,2010446000,2010446000,-71.16758159,42.27377813
2020,FALSE,FALSE,1-2FAM,*,2119,14643,1201369000,1201369000,-71.08556457,42.32521985
2017,FALSE,FALSE,1-2FAM,*,2119,800,1201370000,1201370000,-71.08568008,42.32521516
2020,TRUE,FALSE,VacLd,c,2119,300,1201383000,1201383000,-71.08618566,42.32572759
2017,FALSE,TRUE,1-3FAM,*,2119,12745,1201382001,1201382001,-71.08648284,42.32574194
2020,FALSE,TRUE,1-2FAM,*,2119,46000,1201386000,1201386000,-71.08572533,42.32560925
2022,FALSE,FALSE,1-3FAM,*,2125,24000,1301855000,1301855000,-71.06019569,42.31671352
2018,FALSE,TRUE,1-2FAM,t,2125,3200,1301844000,1301844000,-71.06017321,42.31648344
2021,FALSE,FALSE,1-2FAM,*,2132,4500,2007736000,2007736000,-71.16279138,42.28684174
2010,FALSE,TRUE,1-2FAM,o,2132,2000,2006388000,2006388000,-71.15485439,42.28716331
2018,FALSE,TRUE,1-3FAM,*,2130,17000,1103353000,1103353000,-71.1168877,42.30408471
2016,FALSE,TRUE,1-2FAM,*,2131,500,2004810000,2004810000,-71.13731152,42.2903446
2021,FALSE,TRUE,1-2FAM,*,2122,4010,1603911000,1603911000,-71.04793151,42.28812978
2011,FALSE,FALSE,1-2FAM,*,2132,5000,2002858011,2002858011,-71.15017631,42.27479352
2020,FALSE,TRUE,Other,c,2124,27000,1703598000,1703598000,-71.06377407,42.27316584
2011,FALSE,FALSE,1-2FAM,*,2125,11500,1303277000,1303277000,-71.05546138,42.31967918
2021,FALSE,FALSE,1-2FAM,*,2132,500,2007732000,2007732000,-71.16364951,42.2876347
2012,FALSE,TRUE,1-2FAM,*,2132,100000,2007775004,2007775004,-71.16279853,42.28631396
2015,FALSE,TRUE,1-3FAM,*,2132,3500,2006391000,2006391000,-71.15442691,42.28725572
2018,FALSE,FALSE,1-2FAM,*,2130,500,1103355000,1103355000,-71.11724368,42.30411937
2011,FALSE,TRUE,1-2FAM,*,2130,43000,1103349000,1103349000,-71.11616222,42.30397094
2018,FALSE,TRUE,1-2FAM,*,2130,600,1103343000,1103343000,-71.11544513,42.30337444
2011,TRUE,TRUE,1-3FAM,*,2130,23000,1103329000,1103329000,-71.11487429,42.30278815
2011,FALSE,TRUE,1Unit,*,2130,576,1103332000,1103332000,-71.11479675,42.30259479
2018,FALSE,FALSE,1-2FAM,*,2132,2500,2006277000,2006277000,-71.15276181,42.28794005
2015,FALSE,TRUE,Comm,c,2132,20000,2006249000,2006249000,-71.15304051,42.28774129
2011,FALSE,TRUE,1-3FAM,*,2119,500,1100421000,1100421000,-71.09492406,42.32253986
2019,FALSE,FALSE,1-2FAM,*,2132,600,2004526000,2004526000,-71.13944237,42.29194024
2018,FALSE,TRUE,1-2FAM,*,2130,5500,1900878000,1900878000,-71.1099587,42.31504141
2019,FALSE,FALSE,1-2FAM,*,2130,19000,1900882040,1900882040,-71.11052269,42.31421132
2015,TRUE,FALSE,1-2FAM,*,2136,212000,1812677000,1812677000,-71.13326281,42.24287456
2020,FALSE,FALSE,1-2FAM,*,2131,300,2004953000,2004953000,-71.13726026,42.29224188
2020,FALSE,FALSE,1-2FAM,*,2132,300,2011727010,2011727010,-71.15798657,42.25876049
2013,FALSE,TRUE,1-2FAM,*,2132,500,2011722000,2011722000,-71.15687622,42.25822143
2020,FALSE,FALSE,1-2FAM,*,2119,13800,1202930000,1202930000,-71.07951335,42.31553467
2021,FALSE,TRUE,1-3FAM,t,2119,223800,1202927000,1202927000,-71.07978489,42.31568567
2015,FALSE,FALSE,1-2FAM,*,2132,6000,2010443000,2010443000,-71.16839799,42.27452517
2022,FALSE,FALSE,Comm,*,2135,1000,2204929000,2204929000,-71.15502823,42.34579949
2017,FALSE,TRUE,1-2FAM,t,2130,200000,1002719000,1002719000,-71.10466102,42.32052851
2021,FALSE,FALSE,1-2FAM,*,2135,7000,2201285000,2201285000,-71.13324529,42.35743682
2022,FALSE,FALSE,7unit,*,2126,7000,1801475000,1801475000,-71.10447683,42.26154091
2022,FALSE,FALSE,1-4FAM,t,2119,500,1202928000,1202928000,-71.0796868,42.31563116
2018,FALSE,FALSE,1-2FAM,*,2124,500,1700768000,1700768000,-71.06767745,42.29256012
2018,FALSE,TRUE,1-2FAM,*,2132,800,2002892000,2002892000,-71.15144544,42.27125356
2017,FALSE,FALSE,1-2FAM,c,2132,750,2002961000,2002961000,-71.14953098,42.26857874
2022,FALSE,TRUE,1-2FAM,*,2131,1800,2000220000,2000220000,-71.13315615,42.28516395
2010,FALSE,TRUE,1Unit,*,2124,11500,1402964000,1402964000,-71.08104999,42.2886332
2017,FALSE,FALSE,1-2FAM,c,2131,5500,1804541000,1804541000,-71.13016442,42.28310465
2015,FALSE,TRUE,Multi,c,2119,150000,1101917000,1101917000,-71.09179435,42.31936081
2020,FALSE,FALSE,1-2FAM,t,2130,4000,1901011000,1901011000,-71.10801193,42.31597347
2019,FALSE,FALSE,1-2FAM,*,2131,600,2000544000,2000544000,-71.13748059,42.27915738
2016,FALSE,FALSE,1-2FAM,*,2130,850,1900882030,1900882030,-71.1103154,42.31410717
2021,FALSE,FALSE,1-2FAM,*,2130,200,1900892000,1900892000,-71.11026764,42.31511127
2020,FALSE,TRUE,1-2FAM,*,2130,650,1900883011,1900883011,-71.11065668,42.31430922
2016,FALSE,FALSE,1-2FAM,*,2132,800,2010095000,2010095000,-71.16592846,42.26389153
2013,FALSE,TRUE,1-2FAM,*,2130,500,1900285000,1900285000,-71.1082898,42.31868698
2022,FALSE,FALSE,1Unit,*,2131,5000,1806282000,1806282000,-71.11643505,42.28099856
2022,FALSE,FALSE,1-2FAM,*,2131,13000,1806280000,1806280000,-71.11624761,42.28131731
2020,FALSE,FALSE,1-3FAM,*,2130,500,1102751000,1102751000,-71.10545751,42.30429983
2019,FALSE,FALSE,1-2FAM,*,2132,2500,2003326000,2003326000,-71.15244374,42.26695598
2020,FALSE,TRUE,1-2FAM,*,2132,20000,2003349000,2003349000,-71.15210651,42.2670866
2020,FALSE,TRUE,1-2FAM,t,2119,600,1200793000,1200793000,-71.07927569,42.31941871
2019,FALSE,FALSE,1-2FAM,t,2130,31500,1904660000,1904660000,-71.11550393,42.29593293
2017,FALSE,TRUE,1-2FAM,*,2130,800,1904659000,1904659000,-71.11540919,42.2960538
2021,FALSE,TRUE,1-2FAM,*,2136,2800,1811815000,1811815000,-71.13030518,42.25309179
2016,FALSE,FALSE,1-2FAM,*,2136,15000,1809579000,1809579000,-71.132093,42.23268664
2018,FALSE,TRUE,1-2FAM,t,2131,199,1806146000,1806146000,-71.11326112,42.28173424
2017,TRUE,FALSE,1-3FAM,c,2119,450000,1202921000,1202921000,-71.08051069,42.3161313
2020,FALSE,FALSE,1-2FAM,t,2136,1200,1810773007,1810773007,-71.11128497,42.24791728
2013,FALSE,FALSE,1-2FAM,*,2136,500,1810773004,1810773004,-71.11091905,42.24747507
2022,FALSE,TRUE,1-2FAM,*,2124,2300,1703624000,1703624000,-71.0648611,42.27271376
2017,FALSE,FALSE,1-2FAM,*,2124,205,1703638000,1703638000,-71.06494496,42.27226367
2022,FALSE,TRUE,1-2FAM,*,2130,14885,1101352000,1101352000,-71.10156196,42.31473914
2021,FALSE,TRUE,1-3FAM,c,2130,10000,1101371000,1101371000,-71.10127625,42.31486411
2022,FALSE,FALSE,Multi,t,2132,400,2002199000,2002199000,-71.15082307,42.28176357
2019,FALSE,FALSE,1-3FAM,t,2119,3700,1101119000,1101119000,-71.09922543,42.31865034
2013,FALSE,TRUE,1-2FAM,*,2132,1000,2002422000,2002422000,-71.15263064,42.27917843
2017,FALSE,FALSE,1-2FAM,*,2136,1700,1812625001,1812625001,-71.13542875,42.2426371
2014,FALSE,FALSE,1-3FAM,*,2124,3000,1703649000,1703649000,-71.0638607,42.27227882
2018,FALSE,FALSE,1-2FAM,*,2132,300,2002858014,2002858014,-71.15026919,42.27526077
2012,FALSE,TRUE,1-2FAM,*,2124,6000,1703690000,1703690000,-71.0623721,42.27162597
2022,FALSE,FALSE,1-2FAM,*,2124,1000,1703600000,1703600000,-71.06337503,42.27336795
2020,FALSE,TRUE,1-2FAM,*,2132,4000,2007741000,2007741000,-71.16196323,42.28617807
2013,FALSE,TRUE,1-2FAM,t,2130,199,1103328000,1103328000,-71.11489419,42.30285405
2015,FALSE,FALSE,1-3FAM,c,2124,1700,1701775000,1701775000,-71.0756416,42.28428176
2017,FALSE,TRUE,1-2FAM,*,2135,6000,2204921000,2204921000,-71.15487962,42.34602265
2021,FALSE,TRUE,1-2FAM,*,2130,4000,1002288000,1002288000,-71.10500437,42.32314052
2021,FALSE,FALSE,1-2FAM,*,2130,9000,1002287001,1002287001,-71.10506491,42.32303161
2021,FALSE,TRUE,Comm,*,2124,17800,1405196050,1405196050,-71.0917153,42.29302048
2020,FALSE,TRUE,1-3FAM,*,2122,1500,1501219000,1501219000,-71.06574831,42.30354041
2017,FALSE,TRUE,1-3FAM,*,2120,165,1001119000,1001119000,-71.09975538,42.32920908
2018,FALSE,FALSE,1-2FAM,t,2124,4500,1704180000,1704180000,-71.06768396,42.27901034
2022,FALSE,TRUE,1-2FAM,*,2132,3000,2007731000,2007731000,-71.16381642,42.28779256
2019,FALSE,FALSE,1-2FAM,*,2130,50000,1103357000,1103357000,-71.11757733,42.30419065
2014,FALSE,TRUE,1-2FAM,c,2130,1000,1103341000,1103341000,-71.11539729,42.30312076
2013,FALSE,FALSE,Comm,*,2130,200,1103327000,1103327000,-71.11490541,42.30295942
2013,FALSE,TRUE,1-3FAM,t,2130,259,1103331000,1103331000,-71.11482805,42.30266168
2014,FALSE,TRUE,1-2FAM,*,2131,600,2004782000,2004782000,-71.13742635,42.29005319
2021,FALSE,TRUE,1-3FAM,*,2130,6000,1102767000,1102767000,-71.10458893,42.3032091
2012,FALSE,TRUE,1-2FAM,t,2125,2100,1302967000,1302967000,-71.05525779,42.31649443
2021,FALSE,TRUE,1-2FAM,*,2131,2800,2000786000,2000786000,-71.14081082,42.28023387
2015,FALSE,FALSE,1-2FAM,c,2130,7000,1002573000,1002573000,-71.10283853,42.32138225
2022,FALSE,FALSE,1-2FAM,*,2132,400,2006666000,2006666000,-71.16204309,42.28741992
2022,FALSE,FALSE,1-2FAM,*,2132,16500,2002858015,2002858015,-71.15033224,42.27542204
2013,FALSE,TRUE,1-2FAM,*,2124,4000,1703648000,1703648000,-71.06413651,42.27221526
2022,FALSE,TRUE,1-2FAM,*,2131,4000,1904303010,1904303010,-71.11509427,42.28699515
2019,FALSE,TRUE,Comm,c,2121,2000,1203066000,1203066000,-71.09281538,42.311755
2020,FALSE,TRUE,Comm,c,2122,1800,1503047000,1503047000,-71.06221628,42.31034832
2015,FALSE,TRUE,Comm,c,2122,12600,1503046000,1503046000,-71.06226809,42.31020285
2012,FALSE,FALSE,1-2FAM,*,2121,8900,1401580000,1401580000,-71.07835591,42.30077196
2022,FALSE,TRUE,1-2FAM,*,2130,1200,1902519000,1902519000,-71.1304969,42.30574983
2018,FALSE,TRUE,1-3FAM,*,2119,14000,1100423000,1100423000,-71.09509115,42.32263199
2010,FALSE,FALSE,Comm,*,2130,1000,1102005000,1102005000,-71.10075278,42.3135438
2019,FALSE,TRUE,1-2FAM,*,2130,3000,1900270000,1900270000,-71.10894928,42.31976979
2017,FALSE,FALSE,1-2FAM,*,2131,500,1904238030,1904238030,-71.11794317,42.28735378
2018,FALSE,TRUE,1-3FAM,c,2124,5000,1404255000,1404255000,-71.08900607,42.29624295
2021,FALSE,TRUE,1-3FAM,t,2130,6500,1900278000,1900278000,-71.10788329,42.31922088
2021,TRUE,FALSE,VacLd,c,2124,375500,1404259000,1404259000,-71.08870608,42.29586364
2021,FALSE,FALSE,1-2FAM,*,2122,1750,1601018000,1601018000,-71.05649442,42.29557694
2019,TRUE,TRUE,1-4FAM,c,2135,300000,2202314000,2202314000,-71.14840325,42.35081598
2011,FALSE,TRUE,1-2FAM,*,2134,16200,2100454000,2100454000,-71.12878824,42.35522834
2018,FALSE,FALSE,1-3FAM,*,2124,1500,1601461000,1601461000,-71.06816015,42.28991632
2017,FALSE,TRUE,1-2FAM,*,2132,425,2012187000,2012187000,-71.15201063,42.26130829
2019,FALSE,FALSE,1-3FAM,*,2136,11700,1811572000,1811572000,-71.12754636,42.25445816
2010,FALSE,TRUE,Comm,*,2135,30000,2202370010,2202370010,-71.15204621,42.35018712
2019,FALSE,FALSE,1-2FAM,*,2135,6000,2202134000,2202134000,-71.14716936,42.3544905
2014,FALSE,FALSE,Multi,*,2132,335,2006183000,2006183000,-71.14990134,42.29164762
2022,FALSE,FALSE,1-3FAM,t,2135,19000,2203251000,2203251000,-71.16362742,42.35319445
2012,FALSE,TRUE,1Unit,*,2130,20000,1102178000,1102178000,-71.10474317,42.312754
2020,FALSE,TRUE,1Unit,*,2130,5000,1103476000,1103476000,-71.11791233,42.30632221
2017,FALSE,FALSE,1-2FAM,c,2136,199,1809785000,1809785000,-71.12769146,42.23791102
2011,FALSE,TRUE,1-2FAM,*,2136,2000,1812673000,1812673000,-71.13347043,42.24323784
2022,FALSE,FALSE,1-2FAM,*,2132,10000,2006175000,2006175000,-71.14943998,42.29208212
2015,FALSE,TRUE,1-2FAM,*,2135,1000,2204850000,2204850000,-71.15713318,42.3483802
2018,FALSE,TRUE,1-3FAM,*,2124,2000,1605299000,1605299000,-71.06116309,42.2830333
2015,FALSE,FALSE,1-2FAM,*,2135,10000,2203249000,2203249000,-71.16334253,42.35322088
2017,TRUE,FALSE,VacLd,*,2125,199,1502728000,1502728000,-71.06580597,42.31156449
2022,FALSE,FALSE,1-2FAM,*,2124,6000,1703710000,1703710000,-71.06186788,42.27199344
2021,FALSE,TRUE,Comm,c,2124,10000,1404263000,1404263000,-71.08827735,42.29486155
2022,FALSE,TRUE,Mixed,c,2122,7000,1600356000,1600356000,-71.05311496,42.29531347
2022,FALSE,FALSE,1-3FAM,*,2124,4000,1704296000,1704296000,-71.07079239,42.28181338
2019,FALSE,TRUE,1-2FAM,*,2131,25000,1903579000,1903579000,-71.12471562,42.28462549
2015,FALSE,FALSE,1-2FAM,*,2130,400,1102768000,1102768000,-71.10472586,42.30330738
2022,FALSE,TRUE,1-3FAM,o,2130,45000,1102766000,1102766000,-71.10445431,42.30300514
2018,FALSE,FALSE,1-3FAM,o,2130,200,1102765000,1102765000,-71.10435296,42.30308733
2012,FALSE,FALSE,1-2FAM,*,2125,15000,1302941000,1302941000,-71.054619,42.31614347
2021,FALSE,TRUE,1-2FAM,t,2125,22025,1302948000,1302948000,-71.05573042,42.31634577
2012,FALSE,TRUE,1-2FAM,*,2131,13500,2000787000,2000787000,-71.14093652,42.28013157
2019,FALSE,FALSE,1-3FAM,*,2125,5000,1302021000,1302021000,-71.05692221,42.31661441
2014,FALSE,TRUE,1-2FAM,*,2131,2000,2001216000,2001216000,-71.13953441,42.28472203
2021,TRUE,FALSE,VacLd,t,2130,2200,1103305000,1103305000,-71.11397126,42.30215706
2022,FALSE,TRUE,1-2FAM,*,2124,12000,1703603000,1703603000,-71.06287177,42.27379958
2019,FALSE,TRUE,1-2FAM,t,2124,11420,1703667000,1703667000,-71.06504128,42.27114465
2015,FALSE,FALSE,1-2FAM,*,2119,6800,1100418000,1100418000,-71.09451956,42.32246325
2015,FALSE,TRUE,1-2FAM,t,2131,450,1903832000,1903832000,-71.12134543,42.28262808
2015,FALSE,FALSE,1-2FAM,*,2131,9570,1903831000,1903831000,-71.12144121,42.28249665
2015,FALSE,TRUE,Multi,*,2119,600,1100247000,1100247000,-71.09213533,42.32229058
2022,FALSE,TRUE,1-2FAM,t,2119,500,1100256000,1100256000,-71.09097762,42.32313756
2012,FALSE,FALSE,1-3FAM,*,2130,1000,1102687000,1102687000,-71.10613556,42.30284099
2013,FALSE,FALSE,1Unit,t,2130,2630,1102638000,1102638000,-71.11394473,42.30069973
2014,FALSE,FALSE,Comm,*,2135,42000,2202744000,2202744000,-71.15487947,42.35717724
2022,FALSE,TRUE,1-3FAM,*,2120,2000,1000032000,1000032000,-71.10184466,42.33437474
2010,FALSE,TRUE,1-2FAM,t,2131,2000,2004796000,2004796000,-71.13927963,42.29134827
2022,FALSE,TRUE,1-2FAM,*,2132,37000,2011824000,2011824000,-71.15455699,42.26120128
2021,FALSE,FALSE,1-2FAM,*,2136,1000,1806920000,1806920000,-71.11677243,42.27564671
2021,FALSE,FALSE,1-2FAM,*,2136,1000,1806917000,1806917000,-71.11698283,42.27526989
2011,FALSE,FALSE,1-2FAM,*,2135,600,2204520000,2204520000,-71.17355958,42.34919618
2020,FALSE,TRUE,1-3FAM,c,2135,8000,2203281000,2203281000,-71.16645287,42.35449112
2015,FALSE,FALSE,2unit,c,2135,16750,2203158000,2203158000,-71.1633278,42.35542813
2018,FALSE,TRUE,1-3FAM,*,2125,500,1300689000,1300689000,-71.07697455,42.31653628
2018,FALSE,FALSE,1-2FAM,*,2121,600,1202961000,1202961000,-71.08088242,42.31596152
2021,FALSE,FALSE,1-2FAM,t,2130,23000,1102412000,1102412000,-71.09863312,42.31115628
2011,FALSE,FALSE,1-3FAM,*,2130,100,1103241000,1103241000,-71.11404312,42.30379959
2015,FALSE,FALSE,1-2FAM,t,2130,59,1904949000,1904949000,-71.11717885,42.29143098
2019,FALSE,FALSE,1-3FAM,*,2122,1000,1600522000,1600522000,-71.05381262,42.2962997
2019,FALSE,FALSE,1Unit,*,2136,500,1812908000,1812908000,-71.14096883,42.24082381
2017,TRUE,FALSE,1-3FAM,c,2119,450000,1202920000,1202920000,-71.0806332,42.31620696
2022,FALSE,TRUE,1-2FAM,*,2136,30000,1810773003,1810773003,-71.11122661,42.24729482
2022,FALSE,TRUE,1-2FAM,o,2131,1500,2004795000,2004795000,-71.13939883,42.29124629
2019,FALSE,FALSE,1-2FAM,*,2135,2000,2204523000,2204523000,-71.17302112,42.34930607
2021,FALSE,FALSE,1-2FAM,*,2132,21000,2001821000,2001821000,-71.14727089,42.28247568
2015,FALSE,FALSE,Comm,*,2130,4000,1103246000,1103246000,-71.11446627,42.30397475
2017,FALSE,TRUE,Comm,*,2130,2000,1904941000,1904941000,-71.11745758,42.29226713
2014,FALSE,TRUE,1-2FAM,c,2124,8700,1700755000,1700755000,-71.06789232,42.29155756
2020,FALSE,TRUE,1-2FAM,*,2131,5100,2000112000,2000112000,-71.13183449,42.28457798
2018,FALSE,FALSE,1-2FAM,*,2131,3500,2004466000,2004466000,-71.14288919,42.28905217
2017,FALSE,TRUE,1-2FAM,t,2131,2500,2004452000,2004452000,-71.14323159,42.28927519
2022,FALSE,TRUE,1-3FAM,*,2130,5000,1900277000,1900277000,-71.10805306,42.3193053
2020,FALSE,TRUE,1-2FAM,*,2119,3850,1100258000,1100258000,-71.09070926,42.32338496
2011,FALSE,FALSE,Comm,*,2136,12500,1808981000,1808981000,-71.12078193,42.25733243
2016,FALSE,FALSE,Other,*,2122,50000,1602455002,1602455002,-71.04481918,42.28845502
2018,FALSE,TRUE,Mixed,c,2130,30000,1102586010,1102586010,-71.10546167,42.30885362
2022,FALSE,FALSE,1-2FAM,*,2135,4900,2205400000,2205400000,-71.14947849,42.34718084
2017,FALSE,TRUE,1-2FAM,*,2132,25100,2006179000,2006179000,-71.14925722,42.29184431
2018,FALSE,FALSE,1-2FAM,*,2135,3400,2205621000,2205621000,-71.16643218,42.3424936
2018,FALSE,FALSE,1-2FAM,*,2124,3000,1701182000,1701182000,-71.06872875,42.29680068
2012,FALSE,FALSE,1-2FAM,*,2134,7400,2200127000,2200127000,-71.12404797,42.36090549
2014,FALSE,TRUE,1-2FAM,*,2132,18500,2010092000,2010092000,-71.16582918,42.26421408
2016,FALSE,TRUE,1-2FAM,*,2135,9000,2205622000,2205622000,-71.16621002,42.34250121
2014,FALSE,FALSE,1-2FAM,t,2135,400,2205610000,2205610000,-71.16749822,42.34232029
2014,FALSE,TRUE,1-2FAM,*,2135,1000,2205609000,2205609000,-71.16725647,42.34228337
2020,FALSE,FALSE,1-3FAM,*,2124,1900,1701162000,1701162000,-71.06860792,42.29659246
2022,FALSE,TRUE,1-2FAM,t,2124,5000,1603329000,1603329000,-71.06149943,42.28603101
2019,FALSE,TRUE,1-2FAM,*,2124,3123,1603332000,1603332000,-71.06125203,42.28640919
2016,FALSE,FALSE,1Unit,*,2124,10000,1603332002,1603332002,-71.06084893,42.28648154
2022,FALSE,TRUE,1-2FAM,*,2124,10500,1603336000,1603336000,-71.06049167,42.28653735
2015,FALSE,TRUE,VacLd,*,2124,4116,1601451000,1601451000,-71.06742417,42.29036241
